1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
1489,0.0,3.0,No,0,Unf,1489,462,RFn,1968.0,1489,Gd,9156,69.0,0.0,0,7,6,1489,1968,1968,185750
624,720.0,4.0,No,0,Unf,624,513,Unf,1916.0,1344,TA,4571,34.0,0.0,0,5,5,624,1916,1950,98000
990,0.0,3.0,No,495,GLQ,495,299,Unf,1996.0,990,TA,8775,65.0,0.0,64,5,5,990,1994,1994,126000
1337,0.0,2.0,No,733,GLQ,604,462,RFn,1993.0,1337,Gd,5395,41.0,0.0,0,5,8,1337,1993,1993,180000
912,0.0,3.0,No,842,ALQ,70,336,Unf,1974.0,912,TA,8521,70.0,0.0,0,5,5,912,1967,1967,125000
1462,0.0,4.0,No,1170,GLQ,292,738,Fin,2004.0,2224,Ex,8834,74.0,216.0,0,5,9,1462,2004,2005,350000
728,728.0,3.0,No,0,Unf,728,400,Unf,2005.0,1456,Gd,8029,51.0,0.0,24,5,6,728,2005,2005,176000
864,0.0,3.0,Av,460,BLQ,404,338,Unf,1972.0,864,TA,15523,36.0,0.0,0,6,5,864,1972,1972,133500
1630,0.0,3.0,No,0,Unf,1630,451,Unf,2000.0,1630,Gd,9750,75.0,171.0,234,5,7,1630,2000,2001,213000
990,1611.0,4.0,No,0,Unf,612,621,RFn,1998.0,2601,TA,9842,51.0,0.0,0,6,5,612,1921,1998,189000
1432,0.0,2.0,Gd,680,ALQ,289,588,Unf,1978.0,1432,Gd,16157,69.0,0.0,180,7,5,1360,1978,1978,194000
1468,795.0,3.0,No,795,ALQ,0,539,Fin,1977.0,2263,Gd,16659,69.0,34.0,250,7,7,795,1977,1994,235000
1085,649.0,3.0,No,600,Rec,312,440,Unf,1962.0,1734,Gd,9786,77.0,0.0,0,7,6,912,1962,1981,159000
1352,1168.0,5.0,No,1012,GLQ,326,796,RFn,1993.0,2520,Gd,14541,69.0,0.0,55,7,8,1338,1993,1993,310000
1416,0.0,3.0,No,0,Unf,816,576,Unf,2007.0,1416,Gd,25339,69.0,0.0,0,7,5,816,1918,2007,112000
1710,0.0,3.0,Mn,0,Unf,1710,550,Unf,2004.0,1710,Gd,12118,43.0,108.0,48,5,7,1710,2004,2005,240000
2156,0.0,3.0,No,297,BLQ,1203,508,RFn,1968.0,2156,TA,20781,69.0,0.0,80,7,7,1568,1968,2003,262500
1718,0.0,3.0,Gd,1172,GLQ,528,786,Fin,2008.0,1718,Ex,12456,96.0,230.0,48,5,10,1700,2006,2007,337500
728,728.0,3.0,No,0,Unf,728,440,Fin,2006.0,1456,Gd,11103,85.0,0.0,0,5,7,728,2006,2006,155835
1279,0.0,3.0,No,641,ALQ,276,473,Unf,1980.0,1279,TA,10125,75.0,0.0,83,6,6,1196,1977,1977,171500
672,546.0,3.0,No,0,Unf,672,0,None,1980.0,1218,TA,1680,21.0,236.0,0,5,6,672,1971,1971,91500
1146,0.0,3.0,Av,786,GLQ,82,438,Unf,2003.0,1146,Gd,9590,73.0,442.0,22,5,7,868,2003,2003,187500
902,0.0,2.0,Av,301,BLQ,239,484,Unf,1983.0,902,TA,8885,69.0,0.0,0,5,5,864,1983,1983,131000
874,0.0,3.0,No,510,Unf,354,288,RFn,1968.0,874,TA,9858,62.0,0.0,0,6,5,864,1968,1968,130000
1013,0.0,2.0,No,0,Unf,1013,0,None,1980.0,1526,Fa,8470,105.0,0.0,0,2,3,1013,1915,1982,85000
1107,983.0,3.0,Mn,859,ALQ,216,484,Unf,1973.0,2090,TA,10382,69.0,240.0,204,6,7,1107,1973,1973,200000
864,0.0,2.0,No,120,LwQ,744,400,Unf,1951.0,864,TA,19138,140.0,0.0,0,5,4,864,1951,1951,141000
1072,0.0,2.0,Gd,547,GLQ,0,525,Fin,2005.0,1072,TA,3675,35.0,82.0,44,5,6,547,2005,2006,140000
779,640.0,3.0,No,353,GLQ,55,527,Fin,2002.0,1419,Gd,7750,69.0,0.0,0,5,8,408,2002,2002,184100
1470,0.0,4.0,No,986,GLQ,484,696,Unf,1998.0,2630,Gd,9200,80.0,473.0,66,5,8,1470,1998,1998,315000
910,648.0,4.0,No,420,BLQ,490,282,Unf,1950.0,1558,TA,13710,75.0,0.0,0,5,5,910,1950,1950,152000
980,0.0,3.0,Av,400,Unf,100,384,Fin,1967.0,980,TA,9750,75.0,0.0,0,5,5,980,1967,1967,135500
