1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
1968,1479.0,4.0,2,192,3.0,536,1014,2.0,1982.0,3447,3,14100,69.0,632.0,12,9,8,728,1935,1997,381000
483,504.0,2.0,1,309,4.0,174,264,1.0,1973.0,987,2,1953,21.0,408.0,0,5,6,483,1973,1973,83000
808,547.0,4.0,1,351,5.0,112,0,0.0,1979.0,1355,2,10106,62.0,0.0,0,7,5,644,1940,1999,127500
2069,0.0,4.0,4,425,6.0,160,505,2.0,1960.0,2069,3,27650,313.0,0.0,0,7,7,585,1960,2007,242000
757,0.0,3.0,1,549,5.0,195,440,1.0,1999.0,1501,2,2280,24.0,360.0,0,5,7,744,1999,1999,179400
1976,0.0,2.0,4,1350,4.0,626,908,2.0,2006.0,1976,3,14977,110.0,304.0,63,5,8,1976,2006,2007,440000
1563,0.0,3.0,1,33,6.0,1530,758,2.0,2007.0,1563,3,10206,78.0,468.0,99,5,8,1563,2007,2007,245000
572,539.0,2.0,1,0,1.0,572,288,1.0,1982.0,1111,2,5700,69.0,0.0,0,7,7,572,1926,1950,116900
851,651.0,3.0,1,0,1.0,776,270,2.0,1931.0,1502,2,7200,60.0,0.0,0,6,7,776,1931,2000,149000
1733,0.0,4.0,0,0,0.0,0,452,1.0,1955.0,1733,2,13680,69.0,0.0,0,5,3,0,1955,1955,139600
1848,880.0,4.0,1,1410,6.0,438,706,3.0,2006.0,2728,4,20431,56.0,870.0,0,5,9,1848,2005,2006,437154
630,672.0,3.0,1,231,5.0,399,264,1.0,1972.0,1302,2,1680,21.0,268.0,0,7,5,630,1972,1972,119500
1332,192.0,0.0,4,1258,6.0,74,586,3.0,1979.0,1524,3,23595,69.0,0.0,0,6,7,1332,1979,1979,260000
1120,468.0,4.0,0,0,0.0,0,680,3.0,1991.0,1588,2,17120,80.0,0.0,59,4,4,0,1959,1959,134432
1125,0.0,2.0,1,0,1.0,1125,430,1.0,2007.0,1125,2,8536,74.0,0.0,64,5,5,1125,2006,2007,155000
520,600.0,2.0,1,0,1.0,600,480,2.0,2005.0,1200,3,3180,30.0,0.0,166,5,7,600,2005,2005,151000
798,842.0,3.0,1,0,1.0,798,520,2.0,2004.0,1640,3,8366,65.0,0.0,45,5,6,798,2004,2004,173000
1223,904.0,3.0,1,1000,6.0,223,525,2.0,1994.0,2127,3,10944,81.0,448.0,132,5,7,1223,1994,1994,271000
972,0.0,2.0,1,680,5.0,292,240,1.0,1948.0,972,2,8000,50.0,0.0,0,6,6,972,1948,2002,132000
1142,878.0,3.0,1,584,6.0,544,466,2.0,1995.0,2020,3,9828,80.0,0.0,155,5,8,1128,1995,1995,239500
1144,0.0,3.0,3,739,4.0,405,596,1.0,1956.0,1144,2,9571,68.0,0.0,0,6,5,1144,1956,1956,129000
1352,0.0,3.0,3,300,4.0,468,288,1.0,1958.0,1352,3,6930,92.0,120.0,0,4,5,1062,1958,1958,130000
926,0.0,3.0,1,234,2.0,0,484,1.0,1974.0,1316,2,5500,50.0,0.0,0,7,5,926,1929,2001,130000
1086,838.0,3.0,3,956,6.0,130,592,2.0,1998.0,1924,3,12011,78.0,530.0,75,5,8,1086,1998,1998,280000
1164,0.0,3.0,1,1040,5.0,124,240,1.0,1950.0,1164,2,10880,68.0,0.0,48,5,5,1164,1950,1950,125000
952,0.0,2.0,2,852,5.0,100,840,1.0,1988.0,952,2,7350,60.0,0.0,0,7,5,952,1951,1951,139000
938,1215.0,4.0,1,259,2.0,425,0,0.0,1979.0,2358,2,5250,50.0,0.0,54,5,8,684,1872,1987,122000
1680,0.0,3.0,1,808,6.0,72,540,3.0,1988.0,1680,3,21695,69.0,260.0,44,9,6,880,1988,2007,222000
1221,691.0,3.0,1,0,1.0,482,672,1.0,2003.0,1912,2,10800,60.0,0.0,25,7,6,482,1905,2000,163000
1004,0.0,2.0,1,578,5.0,426,480,3.0,1970.0,1004,2,11241,69.0,180.0,0,7,6,1004,1970,1970,149000
774,456.0,3.0,1,384,5.0,363,305,1.0,1946.0,1230,2,4712,51.0,0.0,57,7,4,747,1946,1950,121600
1167,0.0,3.0,1,645,4.0,270,495,1.0,1972.0,1167,2,8731,98.0,0.0,0,5,5,915,1920,1950,144000
1301,0.0,2.0,2,405,2.0,740,440,1.0,1965.0,1301,1,6911,60.0,0.0,0,5,5,1145,1924,1950,100000
1453,0.0,3.0,4,1082,6.0,371,445,2.0,1986.0,1453,3,5271,69.0,0.0,80,5,7,1453,1986,1986,190000
1601,0.0,3.0,3,1358,6.0,223,670,2.0,2001.0,1601,3,11423,69.0,479.0,0,5,8,1581,2001,2002,272000
1588,0.0,3.0,3,0,1.0,1588,825,2.0,2006.0,1588,3,10000,85.0,410.0,45,5,8,1588,2006,2006,227000
1095,0.0,2.0,4,513,5.0,75,264,2.0,1958.0,1095,2,10382,75.0,105.0,0,5,6,588,1958,1958,140000
1050,0.0,3.0,1,915,3.0,135,368,1.0,1961.0,1050,2,10659,69.0,0.0,319,6,5,1050,1961,1961,136500
960,0.0,3.0,1,520,3.0,440,432,3.0,1965.0,960,2,10921,73.0,48.0,0,5,4,960,1965,1965,94750
1002,454.0,4.0,2,0,1.0,810,280,1.0,1954.0,1456,2,7585,50.0,0.0,0,3,5,810,1948,1950,91500
1489,0.0,3.0,1,0,1.0,1489,462,2.0,1968.0,1489,3,9156,69.0,0.0,0,7,6,1489,1968,1968,185750
1726,0.0,3.0,1,1126,4.0,600,786,2.0,2007.0,1726,4,9416,79.0,205.0,138,5,7,1726,2007,2007,311872
1362,720.0,3.0,1,0,1.0,1362,484,1.0,2003.0,2082,3,11426,63.0,0.0,238,5,7,1362,2003,2003,200000
1339,0.0,3.0,1,1053,5.0,256,484,3.0,1990.0,1339,2,8049,50.0,54.0,58,5,7,1309,1990,1990,180000
1310,1140.0,3.0,2,781,6.0,503,1069,3.0,1998.0,2450,3,16545,69.0,731.0,126,5,8,1284,1998,1998,340000
879,984.0,4.0,3,0,1.0,879,660,3.0,2006.0,1863,3,14054,58.0,0.0,17,5,7,879,2006,2006,219210
768,0.0,2.0,3,656,6.0,112,396,1.0,1988.0,768,2,8445,70.0,0.0,0,7,5,768,1972,2007,133000
334,0.0,1.0,0,0,0.0,0,0,0.0,1979.0,334,1,5000,50.0,0.0,0,3,1,0,1946,1950,39300
1136,0.0,3.0,1,892,3.0,244,384,2.0,1965.0,1136,2,9200,80.0,0.0,0,6,6,1136,1965,1965,140000
1337,0.0,2.0,1,1201,6.0,36,405,3.0,1998.0,1337,2,4500,32.0,443.0,199,5,6,1237,1998,1998,153500
912,0.0,2.0,1,312,3.0,0,288,1.0,1964.0,912,2,7800,66.0,0.0,0,5,5,912,1964,1964,115000
876,936.0,4.0,1,540,5.0,324,264,2.0,1962.0,1812,2,7590,69.0,288.0,168,5,5,864,1962,1962,169500
1052,720.0,4.0,1,378,4.0,342,240,2.0,1939.0,2192,3,8400,60.0,0.0,24,8,5,720,1939,1997,179500
658,526.0,5.0,1,0,1.0,658,0,0.0,1979.0,1184,2,8410,58.0,0.0,151,3,5,658,1910,1996,81000
964,925.0,4.0,1,0,1.0,925,308,1.0,1960.0,1889,2,10120,60.0,0.0,0,4,7,925,1910,1950,122000
1327,0.0,3.0,1,405,3.0,658,624,1.0,1974.0,1327,3,7388,75.0,0.0,0,6,5,1063,1959,2002,150750
1422,0.0,3.0,1,588,4.0,606,576,3.0,1981.0,1422,3,12090,78.0,210.0,0,6,6,1422,1981,1981,175500
1632,0.0,4.0,3,0,1.0,1632,576,1.0,1967.0,1632,2,25000,100.0,0.0,0,4,5,1632,1967,1967,143000
1630,0.0,3.0,1,0,4.0,1630,451,1.0,2000.0,1630,3,9750,75.0,171.0,234,5,7,1630,2000,2001,213000
1013,0.0,2.0,1,0,1.0,1013,0,0.0,1979.0,1526,1,8470,105.0,0.0,0,2,3,1013,1915,1982,85000
1040,0.0,2.0,0,0,0.0,0,420,1.0,1956.0,1040,2,7200,60.0,0.0,0,5,4,0,1949,1950,90000
841,806.0,4.0,1,0,1.0,806,216,1.0,1920.0,1647,1,6858,66.0,0.0,66,4,6,806,1915,1950,128000
1328,653.0,4.0,1,622,4.0,500,576,1.0,1981.0,1981,3,7804,65.0,0.0,44,3,4,1122,1928,1950,135000
1644,0.0,3.0,1,1285,6.0,131,418,3.0,1953.0,1644,2,9600,80.0,238.0,0,5,6,1416,1953,1953,167000
1482,1092.0,3.0,1,0,1.0,1482,868,3.0,2007.0,2574,4,9588,69.0,270.0,148,5,8,1482,2007,2007,276000
1060,764.0,3.0,1,0,1.0,764,520,1.0,1940.0,1824,2,13515,60.0,0.0,0,6,6,764,1919,1950,180500
1350,0.0,3.0,4,624,6.0,288,520,2.0,1964.0,1350,2,9020,82.0,259.0,0,5,6,1248,1964,1964,168500
958,0.0,2.0,1,958,2.0,0,440,2.0,1976.0,958,2,4928,69.0,0.0,60,6,6,958,1976,1976,143750
1053,795.0,4.0,1,0,1.0,833,370,1.0,1922.0,1848,3,13053,64.0,0.0,0,7,6,833,1923,2000,207000
1620,0.0,3.0,1,1116,4.0,165,490,1.0,1993.0,1620,2,9991,69.0,0.0,78,4,4,1281,1976,1993,150000
1167,0.0,3.0,1,560,6.0,598,400,2.0,1992.0,1167,3,9248,69.0,106.0,26,6,6,1158,1992,1992,173000
798,0.0,3.0,1,94,2.0,641,220,1.0,1949.0,1487,2,8741,52.0,0.0,140,4,6,735,1945,1950,113000
892,0.0,3.0,1,432,4.0,460,288,2.0,1967.0,892,2,7150,65.0,60.0,0,5,5,892,1967,1967,100000
804,0.0,3.0,1,510,4.0,278,240,1.0,1940.0,804,3,7200,60.0,294.0,0,7,5,788,1940,1992,119000
1140,0.0,3.0,1,0,1.0,1140,0,0.0,1979.0,1140,2,17217,90.0,0.0,56,5,5,1140,2006,2006,84500
983,813.0,4.0,1,400,4.0,380,483,2.0,1963.0,1796,2,7056,71.0,415.0,50,5,6,780,1963,1963,140000
1118,912.0,4.0,1,156,2.0,692,551,3.0,1976.0,2030,3,12046,69.0,298.0,224,6,6,848,1976,1976,195000
1026,981.0,3.0,3,765,6.0,252,812,2.0,2008.0,2007,4,11003,85.0,160.0,52,5,10,1017,2008,2008,310000
691,0.0,2.0,1,0,1.0,691,216,1.0,1920.0,691,4,5400,60.0,0.0,20,6,5,691,1920,1950,86000
786,0.0,3.0,1,0,1.0,768,676,2.0,2008.0,1590,3,9000,75.0,0.0,30,5,8,768,2008,2008,210000
1216,639.0,4.0,1,444,3.0,550,325,1.0,1954.0,1855,2,9525,75.0,0.0,0,4,6,994,1954,1972,136900
1028,776.0,3.0,1,0,1.0,994,442,3.0,1999.0,1804,3,7500,60.0,0.0,60,5,7,994,1999,1999,189000
884,884.0,3.0,1,550,6.0,334,543,2.0,2003.0,1768,3,8158,65.0,252.0,63,5,7,884,2003,2003,224900
1831,1796.0,4.0,4,1387,6.0,543,807,3.0,1995.0,3627,3,35760,118.0,1378.0,76,5,10,1930,1995,1996,625000
1298,0.0,3.0,1,1258,6.0,40,403,2.0,1985.0,1298,3,11200,69.0,85.0,26,5,6,1298,1985,1985,180000
1801,0.0,1.0,1,1247,5.0,254,484,3.0,1959.0,1801,2,15602,100.0,0.0,54,8,7,1501,1959,1997,289000
630,0.0,1.0,3,553,6.0,77,0,0.0,1979.0,630,4,1533,21.0,0.0,0,7,5,630,1970,1970,92000
1103,0.0,2.0,1,397,4.0,706,440,2.0,1976.0,1103,3,6000,50.0,0.0,120,6,6,1103,1925,1980,110500
859,319.0,2.0,2,0,1.0,859,384,2.0,1964.0,1178,2,8712,66.0,0.0,0,7,4,859,1900,1950,102776
1196,0.0,2.0,1,197,2.0,999,440,1.0,1957.0,1196,2,4800,40.0,0.0,0,7,4,1196,1916,1990,109900
1372,0.0,3.0,1,0,1.0,1372,529,3.0,2008.0,1372,3,8640,72.0,0.0,140,5,7,1372,2007,2008,250580
1431,0.0,3.0,4,371,6.0,728,296,2.0,1962.0,1431,2,9150,101.0,305.0,110,5,6,1099,1962,1962,165000
1422,0.0,3.0,3,0,1.0,1422,626,2.0,2004.0,1422,3,8500,63.0,106.0,60,5,7,1422,2004,2004,179600
1079,874.0,3.0,3,985,6.0,595,501,3.0,1992.0,1953,3,53107,69.0,0.0,231,5,6,1580,1992,1992,240000
1121,0.0,2.0,1,0,1.0,1121,440,2.0,2003.0,1121,2,8546,80.0,0.0,64,5,4,1121,2003,2004,140000
1143,1330.0,4.0,3,0,1.0,1143,852,2.0,2004.0,2473,3,9591,76.0,344.0,151,5,8,1143,2004,2005,317000
1057,0.0,3.0,1,417,3.0,640,576,3.0,1977.0,1057,2,7420,70.0,0.0,0,5,5,1057,1962,1962,132000
1110,0.0,3.0,3,1097,6.0,0,602,3.0,1978.0,1110,3,9101,69.0,104.0,30,6,5,1097,1978,1978,165500
1164,1106.0,4.0,1,524,6.0,628,671,3.0,1999.0,2270,3,11764,92.0,348.0,57,7,8,1152,1999,2007,290000
2018,0.0,3.0,4,0,1.0,2002,746,3.0,2009.0,2018,4,13214,89.0,0.0,76,5,9,2002,2008,2009,378500
672,714.0,3.0,2,438,3.0,234,440,3.0,1978.0,1386,2,11616,69.0,328.0,0,5,6,672,1978,1978,158900
1082,871.0,3.0,2,0,1.0,1082,1043,2.0,2005.0,1953,3,10574,85.0,0.0,50,5,8,1082,2005,2006,252000
1337,0.0,2.0,1,733,6.0,604,462,2.0,1993.0,1337,3,5395,41.0,0.0,0,5,8,1337,1993,1993,180000
997,1288.0,4.0,1,0,1.0,969,648,3.0,2000.0,2285,3,11000,69.0,72.0,56,5,8,969,2000,2000,248000
1718,0.0,3.0,4,1288,6.0,417,826,2.0,2007.0,1718,3,10637,79.0,336.0,44,5,8,1705,2007,2008,297000
1086,0.0,3.0,3,516,5.0,380,484,2.0,1966.0,1086,2,13400,85.0,1047.0,0,5,5,1024,1966,1966,159950
1555,0.0,2.0,1,0,1.0,1373,660,3.0,2007.0,1555,3,3684,53.0,130.0,20,5,7,1373,2007,2007,174000
1902,0.0,3.0,3,1406,6.0,496,567,3.0,1959.0,1902,4,17500,100.0,0.0,207,8,7,1902,1959,2002,335000
1298,1216.0,4.0,1,1216,2.0,0,693,3.0,1990.0,2514,2,11170,69.0,0.0,0,5,7,1216,1990,1991,250000
1224,0.0,2.0,3,1086,6.0,0,528,1.0,1979.0,1224,2,7018,64.0,275.0,0,5,5,1086,1979,1979,153337
1054,0.0,3.0,1,602,5.0,14,460,1.0,1969.0,1054,2,9750,65.0,0.0,0,8,6,1054,1969,1969,151000
1276,1336.0,4.0,1,854,6.0,371,676,3.0,1998.0,2612,3,12203,98.0,975.0,0,5,8,1225,1998,1999,336000
902,0.0,3.0,1,599,6.0,277,288,1.0,1967.0,902,2,6173,69.0,75.0,0,6,5,876,1967,1967,125500
1153,0.0,4.0,1,692,6.0,153,484,2.0,1983.0,2353,4,13005,94.0,278.0,195,7,7,845,1980,1980,260000
689,703.0,3.0,1,378,6.0,311,299,3.0,1977.0,1392,2,10900,69.0,153.0,36,7,6,689,1977,1977,161750
1155,0.0,3.0,3,899,5.0,210,576,1.0,1987.0,1155,3,11782,88.0,0.0,0,7,5,1109,1961,1995,148000
1136,768.0,3.0,1,180,3.0,676,240,1.0,1950.0,1904,2,7200,60.0,0.0,0,4,5,1208,1950,1982,138000
950,208.0,3.0,1,0,1.0,862,208,2.0,1929.0,1158,2,6000,50.0,0.0,0,7,6,862,1929,1950,120000
751,611.0,3.0,2,0,1.0,611,502,3.0,1920.0,1362,2,6155,60.0,0.0,0,8,6,611,1920,1999,128000
1005,1286.0,4.0,1,0,1.0,975,429,3.0,1999.0,2291,3,8738,66.0,302.0,0,5,7,975,1999,1999,230000
649,668.0,3.0,1,0,1.0,649,250,1.0,1920.0,1317,2,8500,50.0,0.0,54,4,4,649,1920,1950,40000
1734,0.0,3.0,1,1004,6.0,730,928,2.0,2007.0,1734,4,12085,93.0,328.0,0,5,8,1734,2007,2007,318000
1194,0.0,3.0,1,0,1.0,1194,312,2.0,1959.0,1194,2,8760,73.0,220.0,0,6,6,1194,1959,1959,148000
876,540.0,4.0,2,0,1.0,876,720,1.0,1949.0,1416,2,12665,100.0,0.0,0,8,5,876,1915,1950,153900
1383,0.0,3.0,2,1064,4.0,319,354,2.0,1954.0,1383,2,13284,69.0,0.0,116,5,5,1383,1954,1954,165000
1001,1001.0,3.0,1,284,4.0,717,871,1.0,1949.0,2002,2,6270,82.0,0.0,0,6,5,1001,1949,1950,145000
1496,0.0,3.0,3,0,1.0,1496,474,2.0,2007.0,1496,3,9158,76.0,140.0,130,5,8,1496,2007,2007,225000
984,620.0,3.0,1,408,4.0,156,660,1.0,1977.0,1604,2,10998,60.0,0.0,68,5,5,984,1941,1960,117000
764,0.0,2.0,1,0,1.0,680,504,1.0,1965.0,764,2,5232,30.0,0.0,0,5,5,680,1925,2004,73000
977,755.0,3.0,1,0,4.0,741,476,3.0,1985.0,1732,3,9206,77.0,336.0,46,5,6,741,1985,1985,178000
1494,0.0,3.0,3,0,1.0,1494,840,2.0,2006.0,1494,3,10652,91.0,306.0,33,5,7,1494,2006,2007,279500
986,0.0,2.0,1,0,1.0,960,180,1.0,1926.0,986,2,6180,60.0,0.0,128,5,6,960,1926,1950,102000
1145,0.0,2.0,1,16,6.0,1129,397,3.0,2005.0,1145,3,3182,43.0,11.0,16,5,7,1145,2005,2006,160200
742,742.0,3.0,1,0,1.0,742,0,0.0,1979.0,1484,2,6300,35.0,0.0,291,6,6,742,1914,2001,128000
1344,0.0,3.0,1,111,6.0,354,525,2.0,1958.0,1344,3,14375,69.0,541.0,118,6,6,819,1958,1958,137500
958,581.0,3.0,1,0,1.0,650,686,1.0,1983.0,1539,3,10440,60.0,0.0,78,8,5,650,1904,2002,157500
1134,1370.0,4.0,1,0,1.0,1122,656,3.0,2005.0,2504,4,11198,77.0,245.0,39,5,9,1122,2005,2007,325000
747,0.0,1.0,2,0,1.0,600,528,1.0,1953.0,747,2,5825,52.0,108.0,0,5,4,600,1926,1953,79900
1108,989.0,3.0,3,975,6.0,133,583,2.0,1998.0,2097,3,9750,75.0,0.0,170,6,7,1108,1998,1998,274300
3138,1538.0,3.0,4,2260,6.0,878,884,3.0,2007.0,4676,4,40094,130.0,762.0,406,5,10,3138,2007,2008,184750
786,390.0,2.0,1,0,1.0,698,624,1.0,1999.0,1176,2,6000,50.0,0.0,0,9,6,698,1937,2000,134900
720,0.0,2.0,1,495,3.0,225,0,0.0,1979.0,720,2,7879,60.0,0.0,523,5,4,720,1920,1950,34900
1580,0.0,3.0,1,0,1.0,1580,830,2.0,2008.0,1580,3,11932,92.0,186.0,24,5,8,1580,2007,2008,235128
1440,0.0,4.0,4,1440,4.0,0,0,0.0,1979.0,1440,2,7711,42.0,0.0,0,3,4,1440,1977,1977,150000
738,0.0,3.0,1,193,6.0,545,540,3.0,2005.0,1476,3,8633,64.0,0.0,35,5,6,738,2005,2005,173500
1500,0.0,3.0,3,20,6.0,1480,570,2.0,2004.0,1500,3,8487,63.0,210.0,36,5,7,1500,2004,2004,190000
884,464.0,3.0,1,0,4.0,884,216,1.0,1960.0,1348,2,6000,50.0,0.0,0,8,5,884,1925,1997,117000
1200,0.0,1.0,2,661,6.0,203,884,1.0,1977.0,1200,3,9230,71.0,166.0,64,8,5,864,1965,1998,146000
1394,0.0,3.0,1,609,4.0,785,514,2.0,1963.0,1394,2,9500,69.0,247.0,76,5,6,1394,1963,1963,159000
800,832.0,4.0,1,400,6.0,336,484,1.0,1966.0,1632,3,9130,69.0,252.0,40,8,6,800,1966,2000,173000
912,0.0,3.0,1,842,5.0,70,336,1.0,1974.0,912,2,8521,70.0,0.0,0,5,5,912,1967,1967,125000
1370,1254.0,4.0,1,1128,4.0,242,864,1.0,1918.0,2624,2,22420,86.0,0.0,0,6,6,1370,1918,1950,239000
1696,0.0,3.0,1,0,1.0,1140,349,2.0,1962.0,1696,2,13673,40.0,0.0,30,5,5,1140,1962,1962,143900
682,548.0,2.0,1,0,1.0,440,440,1.0,1966.0,1230,2,10440,60.0,0.0,0,6,5,440,1910,1981,110000
1549,1178.0,3.0,1,297,3.0,556,440,1.0,1932.0,2727,3,10570,70.0,0.0,74,8,8,853,1932,1994,315000
728,728.0,3.0,1,0,1.0,728,429,2.0,2006.0,1456,2,15578,105.0,0.0,0,5,6,728,2006,2006,172785
864,0.0,3.0,1,375,4.0,250,660,1.0,1989.0,864,3,6960,60.0,0.0,0,6,4,864,1970,1970,120500
970,739.0,3.0,1,0,1.0,970,380,1.0,2004.0,1709,3,2522,24.0,50.0,40,5,6,970,2004,2006,130000
810,855.0,3.0,1,643,6.0,167,528,3.0,2001.0,1665,3,8400,70.0,0.0,45,6,8,810,2001,2001,227000
1372,1274.0,3.0,4,987,6.0,360,656,2.0,1993.0,2646,3,9900,90.0,256.0,60,5,7,1347,1993,1993,260000
798,0.0,3.0,1,0,1.0,798,595,2.0,2003.0,1640,3,7226,72.0,0.0,45,5,7,798,2003,2003,183000
1014,685.0,3.0,2,440,4.0,538,420,1.0,1920.0,1699,2,10615,107.0,0.0,74,5,3,978,1900,1970,95000
1663,0.0,2.0,4,1116,4.0,248,529,2.0,1954.0,1663,3,53227,69.0,0.0,137,6,4,1364,1954,1994,256000
1728,0.0,6.0,1,1332,3.0,396,504,1.0,1963.0,1728,2,9100,70.0,336.0,0,5,5,1728,1963,1963,125000
1055,790.0,3.0,1,0,1.0,1055,462,2.0,1992.0,1845,3,11218,70.0,0.0,104,5,6,1055,1992,1992,189000
1020,831.0,3.0,4,536,4.0,169,440,2.0,1964.0,1851,3,9760,80.0,340.0,42,8,6,822,1964,1993,187000
1489,0.0,3.0,1,0,1.0,1489,776,2.0,2006.0,1489,3,11216,81.0,0.0,140,5,8,1489,2006,2006,232600
864,0.0,2.0,1,612,3.0,252,300,1.0,2008.0,864,2,9100,70.0,0.0,0,6,6,864,1959,1959,127500
1256,0.0,3.0,1,830,4.0,136,276,3.0,1965.0,1256,2,9937,75.0,0.0,68,6,5,1256,1965,1965,147500
816,0.0,2.0,1,816,4.0,0,816,3.0,1985.0,816,2,6600,60.0,0.0,0,8,5,816,1982,2003,138000
902,918.0,4.0,4,454,5.0,410,492,1.0,1965.0,1820,3,13700,69.0,288.0,84,6,7,864,1965,1988,201800
912,1215.0,4.0,2,48,4.0,422,833,2.0,1991.0,2127,3,13125,103.0,0.0,192,5,7,1104,1991,1991,238000
1065,0.0,3.0,1,0,1.0,1065,461,1.0,1974.0,1065,2,8892,80.0,66.0,0,5,5,1065,1960,1960,126500
1200,0.0,4.0,1,0,1.0,1200,312,1.0,1923.0,1200,2,11340,84.0,0.0,0,5,6,1200,1923,1950,125000
1208,0.0,2.0,3,686,6.0,501,632,2.0,2006.0,1208,3,6762,64.0,24.0,61,5,7,1187,2006,2006,206000
1133,1349.0,4.0,4,0,1.0,1094,642,3.0,2005.0,2482,3,12665,88.0,245.0,39,5,8,1094,2005,2006,281213
1720,0.0,3.0,1,919,6.0,801,527,3.0,1996.0,1720,3,10593,59.0,338.0,56,5,7,1720,1996,1996,260400
840,0.0,3.0,1,116,2.0,556,0,0.0,1979.0,840,2,4388,55.0,0.0,0,7,5,672,1930,1950,87000
1294,0.0,3.0,1,1200,6.0,78,496,2.0,1991.0,1294,3,7153,69.0,88.0,51,5,6,1278,1991,1991,179200
1090,0.0,2.0,1,980,5.0,110,450,3.0,2005.0,1090,2,7024,60.0,0.0,49,5,5,1090,2005,2006,157000
1165,0.0,4.0,1,0,1.0,1141,420,3.0,1998.0,2263,3,12090,93.0,650.0,123,5,8,1141,1998,1998,258000
969,0.0,3.0,3,716,4.0,253,440,1.0,1975.0,969,2,10356,120.0,0.0,0,6,5,969,1975,1975,122000
894,0.0,2.0,1,0,1.0,894,1248,2.0,1994.0,894,2,18000,120.0,0.0,20,4,3,894,1935,1950,81000
1028,0.0,2.0,1,0,1.0,1008,360,1.0,1927.0,1028,2,8960,56.0,0.0,0,6,5,1008,1927,1950,115000
979,979.0,4.0,1,484,3.0,495,492,1.0,1946.0,1958,2,7136,82.0,423.0,0,6,6,979,1946,1950,145000
1795,0.0,2.0,3,0,1.0,1795,895,2.0,2007.0,1795,3,9986,75.0,428.0,49,5,8,1795,2006,2007,147000
1940,0.0,3.0,3,1646,6.0,284,606,3.0,2010.0,1940,4,10159,83.0,450.0,95,5,9,1930,2009,2010,395192
1178,0.0,3.0,1,1084,4.0,92,439,1.0,1973.0,1178,3,10000,80.0,0.0,0,6,5,1176,1973,2000,157000
810,672.0,3.0,1,156,4.0,516,400,1.0,1934.0,1482,1,12155,69.0,0.0,0,8,6,672,1925,1950,140000
1428,0.0,3.0,1,0,4.0,1417,554,2.0,2008.0,1428,4,12274,91.0,256.0,60,5,7,1417,2008,2008,227680
864,0.0,3.0,3,460,4.0,404,338,1.0,1972.0,864,2,15523,36.0,0.0,0,6,5,864,1972,1972,133500
616,495.0,3.0,2,236,2.0,0,200,1.0,1941.0,1111,2,9084,60.0,0.0,0,6,5,616,1941,1950,95000
680,790.0,3.0,1,310,4.0,370,420,3.0,1993.0,1470,2,9765,69.0,68.0,63,8,6,680,1993,1993,185000
1116,0.0,3.0,1,0,1.0,1116,440,1.0,1962.0,1116,2,10000,87.0,261.0,0,6,6,1116,1962,1962,160000
864,0.0,2.0,1,414,4.0,450,288,1.0,1959.0,864,3,7332,60.0,207.0,0,6,6,864,1959,1959,120000
1297,0.0,3.0,1,1213,3.0,84,498,3.0,1954.0,1297,2,8532,74.0,650.0,0,6,5,1297,1954,1990,153000
1113,0.0,3.0,1,607,5.0,506,264,1.0,1950.0,1113,3,9600,80.0,0.0,80,7,5,1113,1950,2007,147000
1501,0.0,3.0,4,679,6.0,811,577,2.0,1999.0,1501,3,10335,78.0,183.0,29,5,7,1490,1999,1999,204000
764,783.0,3.0,2,24,6.0,732,614,1.0,2009.0,1547,3,8640,72.0,0.0,45,5,7,756,2009,2009,215200
991,956.0,3.0,1,222,6.0,769,678,2.0,2004.0,1947,3,12552,100.0,0.0,136,5,7,991,2004,2005,254900
1717,0.0,3.0,3,0,1.0,1709,908,2.0,2006.0,1717,3,11146,87.0,250.0,39,5,8,1709,2006,2006,255500
1052,0.0,3.0,3,504,4.0,506,440,1.0,1971.0,1052,2,8816,80.0,80.0,0,7,6,1010,1971,1971,155000
1127,886.0,3.0,3,862,4.0,255,455,1.0,1997.0,2013,2,9920,92.0,0.0,130,5,7,1117,1996,1997,269790
1266,0.0,2.0,3,0,1.0,1266,388,3.0,2007.0,1266,3,3182,43.0,16.0,16,5,7,1266,2007,2007,159895
1992,876.0,4.0,3,240,6.0,1752,716,3.0,2005.0,2868,4,16056,85.0,208.0,108,5,9,1992,2005,2006,556581
980,1276.0,4.0,1,300,6.0,652,554,3.0,2000.0,2256,3,8795,69.0,0.0,54,5,7,952,2000,2000,236000
1414,0.0,3.0,3,24,6.0,1390,494,2.0,2004.0,1414,3,8773,65.0,98.0,105,5,7,1414,2004,2004,185500
936,785.0,3.0,1,814,6.0,114,471,2.0,1994.0,1721,3,8462,70.0,105.0,87,5,6,928,1994,1994,201000
811,741.0,3.0,1,550,5.0,163,434,2.0,1975.0,1552,2,11475,85.0,0.0,208,6,6,713,1975,1975,179900
698,430.0,2.0,1,0,1.0,698,528,2.0,1980.0,1128,2,7500,60.0,0.0,0,4,4,698,1920,1950,68400
1118,0.0,3.0,3,522,5.0,574,358,3.0,1977.0,1118,2,9880,76.0,0.0,0,6,6,1096,1977,1977,171000
